"MacroTrends Data Download"
"Gold Prices - 100 Year Historical Chart"
"Note: Real datasets are adjusted for inflation using the headline Consumer Price Index (CPI) with the current month as the base."

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,real,nominal
1991-04-01,835.72,358.370
1991-05-01,829.96,356.970
1991-06-01,850.40,366.870
1991-07-01,850.92,367.570
1991-08-01,821.37,355.880
1991-09-01,801.73,348.880
1991-10-01,823.38,358.770
1991-11-01,824.64,360.420
1991-12-01,825.43,361.080
1992-01-01,809.48,354.570
1992-02-01,804.74,353.730
1992-03-01,778.92,344.200
1992-04-01,764.65,338.340
1992-05-01,761.08,337.210
1992-06-01,766.82,340.960
1992-07-01,792.78,353.290
1992-08-01,766.90,342.670
1992-09-01,771.28,345.710
1992-10-01,765.43,344.170
1992-11-01,743.52,334.920
1992-12-01,743.95,334.810
1993-01-01,727.53,329.050
1993-02-01,725.47,329.310
1993-03-01,725.23,330.250
1993-04-01,748.74,341.890
1993-05-01,804.25,367.740
1993-06-01,812.30,371.930
1993-07-01,857.85,392.790
1993-08-01,822.84,377.970
1993-09-01,771.26,354.930
1993-10-01,788.56,364.400
1993-11-01,809.07,374.050
1993-12-01,829.79,383.630
1994-01-01,833.81,386.560
1994-02-01,820.70,381.900
1994-03-01,822.70,384.080
1994-04-01,807.02,377.290
1994-05-01,815.73,381.540
1994-06-01,821.33,385.600
1994-07-01,819.12,385.470
1994-08-01,804.93,380.400
1994-09-01,826.57,391.740
1994-10-01,821.60,389.570
1994-11-01,809.31,384.290
1994-12-01,798.72,379.260
1995-01-01,793.97,378.440
1995-02-01,786.78,376.630
1995-03-01,796.71,382.480
1995-04-01,811.49,390.890
1995-05-01,797.80,385.040
1995-06-01,801.52,387.580
1995-07-01,798.64,386.190
1995-08-01,791.35,383.780
1995-09-01,788.42,383.100
1995-10-01,786.05,383.250
1995-11-01,790.80,385.190
1995-12-01,795.62,387.350
1996-01-01,817.80,400.490
1996-02-01,823.62,404.530
1996-03-01,802.20,396.150
1996-04-01,792.26,392.790
1996-05-01,789.02,391.960
1996-06-01,774.70,385.040
1996-07-01,770.23,383.580
1996-08-01,776.47,387.460
1996-09-01,765.03,382.900
1996-10-01,759.03,381.040
1996-11-01,750.85,377.690
1996-12-01,733.47,368.950
1997-01-01,701.37,353.870
1997-02-01,685.73,347.030
1997-03-01,692.79,351.490
1997-04-01,677.44,344.230
1997-05-01,677.51,344.090
1997-06-01,669.78,340.510
1997-07-01,636.14,323.900
1997-08-01,635.40,324.020
1997-09-01,632.00,323.110
1997-10-01,632.83,324.360
1997-11-01,596.43,305.550
1997-12-01,564.19,288.590
1998-01-01,564.13,289.150
1998-02-01,579.51,297.490
1998-03-01,575.31,295.940
1998-04-01,598.08,308.290
1998-05-01,579.36,299.100
1998-06-01,565.35,292.320
1998-07-01,565.82,292.870
1998-08-01,548.33,284.110
1998-09-01,556.86,288.980
1998-10-01,569.07,295.930
1998-11-01,565.69,294.170
1998-12-01,561.19,291.680
1999-01-01,550.89,287.070
1999-02-01,550.81,287.330
1999-03-01,546.47,285.960
1999-04-01,536.13,282.620
1999-05-01,524.41,276.440
1999-06-01,495.71,261.310
1999-07-01,484.25,256.080
1999-08-01,484.37,256.690
1999-09-01,497.18,264.740
1999-10-01,582.60,310.720
1999-11-01,549.13,293.180
1999-12-01,530.19,283.070
2000-01-01,531.11,284.320
2000-02-01,556.84,299.860
2000-03-01,527.53,286.390
2000-04-01,514.91,279.690
2000-05-01,505.80,275.190
2000-06-01,522.60,285.730
2000-07-01,513.90,281.590
2000-08-01,500.91,274.470
2000-09-01,496.73,273.680
2000-10-01,489.24,270.000
2000-11-01,481.74,266.010
2000-12-01,491.87,271.450
2001-01-01,478.15,265.490
2001-02-01,469.79,261.870
2001-03-01,470.56,263.030
2001-04-01,464.18,260.480
2001-05-01,483.17,272.360
2001-06-01,477.85,269.820
2001-07-01,475.13,267.530
2001-08-01,483.76,272.390
2001-09-01,501.09,283.420
2001-10-01,502.15,283.060
2001-11-01,490.74,276.160
2001-12-01,492.12,275.850
2002-01-01,501.09,281.510
2002-02-01,523.92,295.500
2002-03-01,518.43,294.060
2002-04-01,530.90,302.680
2002-05-01,551.77,314.580
2002-06-01,563.03,321.180
2002-07-01,548.57,313.290
2002-08-01,541.39,310.250
2002-09-01,555.94,319.140
2002-10-01,550.50,316.560
2002-11-01,554.86,319.070
2002-12-01,578.54,331.920
2003-01-01,619.15,356.860
2003-02-01,618.15,358.970
2003-03-01,583.02,340.550
2003-04-01,562.83,328.180
2003-05-01,611.06,355.680
2003-06-01,611.50,356.350
2003-07-01,601.95,350.990
2003-08-01,614.49,359.770
2003-09-01,644.97,378.950
2003-10-01,645.68,378.920
2003-11-01,666.36,389.910
2003-12-01,694.85,406.110
2004-01-01,704.27,413.790
2004-02-01,685.58,404.950
2004-03-01,684.43,406.670
2004-04-01,676.27,403.260
2004-05-01,639.76,383.780
2004-06-01,652.30,392.480
2004-07-01,662.82,398.090
2004-08-01,666.45,400.510
2004-09-01,672.76,405.280
2004-10-01,694.60,420.460
2004-11-01,725.42,439.380
2004-12-01,732.53,442.080
2005-01-01,700.92,424.030
2005-02-01,695.99,423.350
2005-03-01,708.38,434.320
2005-04-01,695.35,429.230
2005-05-01,684.27,421.870
2005-06-01,698.10,430.660
2005-07-01,685.11,424.480
2005-08-01,702.88,437.930
2005-09-01,723.30,456.050
2005-10-01,743.85,469.900
2005-11-01,760.77,476.670
2005-12-01,817.18,510.100
2006-01-01,874.28,549.860
2006-02-01,880.79,555.000
2006-03-01,879.09,557.090
2006-04-01,955.67,610.650
2006-05-01,1051.58,675.390
2006-06-01,926.42,596.150
2006-07-01,981.62,633.710
2006-08-01,977.58,632.330
2006-09-01,929.39,598.060
2006-10-01,914.99,585.780
2006-11-01,982.55,627.830
2006-12-01,983.15,629.420
2007-01-01,983.36,631.170
2007-02-01,1029.70,664.750
2007-03-01,1005.27,654.900
2007-04-01,1036.72,679.370
2007-05-01,1011.05,666.920
2007-06-01,991.76,655.490
2007-07-01,1007.26,665.300
2007-08-01,1008.76,665.410
2007-09-01,1077.53,712.650
2007-10-01,1138.69,754.600
2007-11-01,1209.38,806.250
2007-12-01,1205.60,803.200
2008-01-01,1329.06,889.600
2008-02-01,1373.30,922.300
2008-03-01,1430.37,968.430
2008-04-01,1335.44,909.700
2008-05-01,1295.69,890.510
2008-06-01,1340.13,930.000
2008-07-01,1318.36,920.000
2008-08-01,1201.57,835.000
2008-09-01,1280.33,888.500
2008-10-01,1063.97,730.750
2008-11-01,1208.72,814.500
2008-12-01,1304.63,869.750
2009-01-01,1372.81,919.500
2009-02-01,1414.67,952.000
2009-03-01,1330.47,897.750
2009-04-01,1306.33,883.250
2009-05-01,1437.89,975.500
2009-06-01,1366.24,934.500
2009-07-01,1374.70,939.000
2009-08-01,1395.99,955.500
2009-09-01,1483.00,1015.750
2009-10-01,1517.36,1040.000
2009-11-01,1714.24,1175.750
2009-12-01,1587.75,1087.500
2010-01-01,1569.22,1078.500
2010-02-01,1612.50,1108.250
2010-03-01,1616.36,1115.500
2010-04-01,1705.20,1179.250
2010-05-01,1744.84,1207.500
2010-06-01,1786.32,1234.500
2010-07-01,1690.37,1169.000
2010-08-01,1783.34,1235.000
2010-09-01,1867.24,1294.000
2010-10-01,1942.01,1346.750
2010-11-01,1993.62,1383.500
2010-12-01,2022.51,1405.500
2011-01-01,1900.26,1327.000
2011-02-01,2010.68,1411.000
2011-03-01,2030.43,1439.000
2011-04-01,2152.77,1535.500
2011-05-01,2138.54,1533.000
2011-06-01,2101.44,1504.250
2011-07-01,2252.45,1613.500
2011-08-01,2540.40,1825.000
2011-09-01,2251.80,1620.000
2011-10-01,2398.75,1722.000
2011-11-01,2433.92,1746.000
2011-12-01,2138.81,1531.000
2012-01-01,2425.90,1744.000
2012-02-01,2451.45,1770.000
2012-03-01,2285.94,1662.500
2012-04-01,2262.21,1651.250
2012-05-01,2137.58,1558.000
2012-06-01,2196.34,1598.500
2012-07-01,2231.87,1622.000
2012-08-01,2256.80,1648.500
2012-09-01,2420.69,1776.000
2012-10-01,2343.00,1719.000
2012-11-01,2364.62,1726.000
2012-12-01,2275.75,1657.500
2013-01-01,2279.04,1664.750
2013-02-01,2157.18,1588.500
2013-03-01,2165.63,1598.250
2013-04-01,1991.96,1469.000
2013-05-01,1888.15,1394.500
2013-06-01,1609.20,1192.000
2013-07-01,1774.58,1314.500
2013-08-01,1880.12,1394.750
2013-09-01,1786.80,1326.500
2013-10-01,1787.40,1324.000
2013-11-01,1695.31,1253.000
2013-12-01,1629.69,1204.500
2014-01-01,1686.35,1251.000
2014-02-01,1781.49,1326.500
2014-03-01,1723.19,1291.750
2014-04-01,1713.71,1288.500
2014-05-01,1656.91,1250.500
2014-06-01,1739.75,1315.000
2014-07-01,1700.39,1285.250
2014-08-01,1704.90,1285.750
2014-09-01,1611.86,1216.500
2014-10-01,1546.12,1164.250
2014-11-01,1578.97,1182.750
2014-12-01,1619.66,1206.000
2015-01-01,1700.08,1260.250
2015-02-01,1630.40,1214.000
2015-03-01,1584.65,1187.000
2015-04-01,1573.27,1180.250
2015-05-01,1579.80,1191.400
2015-06-01,1546.89,1171.000
2015-07-01,1450.99,1098.400
2015-08-01,1501.61,1135.000
2015-09-01,1476.05,1114.000
2015-10-01,1514.76,1142.350
2015-11-01,1411.27,1061.900
2015-12-01,1425.31,1069.250
2016-01-01,1483.67,1114.700
2016-02-01,1492.26,1122.000
2016-03-01,1641.76,1240.000
2016-04-01,1622.26,1230.850
2016-05-01,1598.58,1217.500
2016-06-01,1727.34,1320.600
2016-07-01,1778.33,1357.500
2016-08-01,1716.62,1311.400
2016-09-01,1720.13,1317.100
2016-10-01,1660.12,1273.100
2016-11-01,1533.11,1173.900
2016-12-01,1504.12,1151.700
2017-01-01,1572.40,1211.400
2017-02-01,1622.55,1253.900
2017-03-01,1617.80,1251.200
2017-04-01,1634.84,1268.300
2017-05-01,1642.72,1275.400
2017-06-01,1598.84,1242.300
2017-07-01,1640.14,1273.400
2017-08-01,1697.70,1322.200
2017-09-01,1640.69,1284.800
2017-10-01,1623.70,1270.500
2017-11-01,1638.59,1282.150
2017-12-01,1658.22,1296.500
2018-01-01,1708.74,1343.350
2018-02-01,1671.50,1320.300
2018-03-01,1672.09,1323.900
2018-04-01,1655.84,1316.250
2018-05-01,1633.29,1303.500
2018-06-01,1564.44,1250.550
2018-07-01,1525.22,1219.200
2018-08-01,1508.56,1206.850
2018-09-01,1478.19,1183.500
2018-10-01,1518.47,1217.700
2018-11-01,1526.78,1220.450
2018-12-01,1608.47,1281.650
2019-01-01,1657.09,1322.500
2019-02-01,1652.84,1325.450
2019-03-01,1601.03,1291.150
2019-04-01,1585.88,1285.150
2019-05-01,1595.38,1296.000
2019-06-01,1739.65,1413.200
2019-07-01,1758.15,1430.550
2019-08-01,1876.13,1526.550
2019-09-01,1826.77,1487.600
2019-10-01,1845.34,1506.400
2019-11-01,1785.49,1456.350
2019-12-01,1868.72,1523.000
2020-01-01,1931.80,1580.850
2020-02-01,1982.52,1626.350
2020-03-01,1960.88,1604.650
2020-04-01,2111.60,1716.750
2020-05-01,2122.55,1725.650
2020-06-01,2165.57,1770.700
2020-07-01,2399.53,1971.680
2020-08-01,2390.22,1970.500
2020-09-01,2293.51,1893.900
2020-10-01,2276.56,1879.900
2020-11-01,2157.19,1779.860
2020-12-01,2293.07,1895.100
2021-01-01,2228.89,1849.700
2021-02-01,2072.83,1728.800
2021-03-01,2041.14,1715.240
2021-04-01,2087.65,1767.700
2021-05-01,2230.45,1904.740
2021-06-01,2055.06,1771.600
2021-07-01,2095.31,1814.120
2021-08-01,2093.62,1815.800
2021-09-01,2018.40,1756.660
2021-10-01,2033.65,1783.900
2021-11-01,2013.89,1775.920
2021-12-01,2068.15,1828.600
2022-01-01,2013.45,1796.120
2022-02-01,2111.68,1900.700
2022-03-01,2142.48,1953.040
2022-04-01,2085.66,1911.700
2022-05-01,1993.19,1847.260
2022-06-01,1946.42,1829.338
2022-07-01,1879.48,1766.431
2022-08-01,1819.64,1708.580
2022-09-01,1763.85,1660.880
2022-10-01,1727.06,1632.380
2022-11-01,1872.96,1768.610
2022-12-01,1937.43,1824.323
2023-01-01,2032.24,1928.120
2023-02-01,1914.42,1826.740
2023-03-01,2058.18,1969.546
2023-04-01,2068.23,1990.600
2023-05-01,2037.91,1965.200
2023-06-01,1982.91,1919.569
2023-07-01,2025.23,1964.339
2023-08-01,1992.20,1939.828
2023-09-01,1892.85,1848.490
2023-10-01,2033.61,1984.011
2023-11-01,2055.95,2001.900
2023-12-01,2120.68,2062.923
2024-01-01,2084.02,2039.154
2024-02-01,2076.91,2044.200
2024-03-01,2253.87,2231.555
2024-04-01,2299.70,2285.989
2024-05-01,2336.59,2327.284
2024-06-01,2336.02,2326.718
2024-07-01,2452.25,2447.357
2024-08-01,2508.39,2503.380
2024-09-01,2634.77,2634.765
2024-10-01,2746.70,2746.702
2024-11-01,2743.85,2743.846
